_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
394474,4152894,2017,2020,1993,TCHC,25,Scarborough-Rouge Park,1319 NEILSON RD,13,124,2020-11-26,81,Evaluation needs to be conducted in 2 years,17,4,4,4,4,,4,4,4,4,4,4,4,5,4,4,4,,4,4,,E2524,43.80842472,-79.2179866,327474.219,4851866.509
398956,4152894,2017,2017,1993,TCHC,25,Scarborough-Rouge Park,1319 NEILSON RD,13,124,2018-01-10,89,Evaluation needs to be conducted in 3 years,16,5,5,4,4,,5,5,4,5,,5,4,5,5,5,4,,3,3,,E2524,43.80842472,-79.2179866,327474.219,4851866.509
393869,4156073,2018,2021,1992,SOCIAL HOUSING,25,Scarborough-Rouge Park,17 DURNFORD RD,3,14,2021-04-13,80,Evaluation needs to be conducted in 2 years,15,4,4,4,4,,4,,4,,,3,4,5,4,4,4,4,4,4,,E2530,43.7983552,-79.14960801,332968.256,4850790.927
398896,4156073,2018,2017,1992,SOCIAL HOUSING,25,Scarborough-Rouge Park,17 DURNFORD RD,3,14,2018-01-16,81,Evaluation needs to be conducted in 2 years,15,5,4,4,4,,4,,3,,,4,4,5,4,4,4,4,4,4,,E2530,43.7983552,-79.14960801,332968.256,4850790.927
393870,4156137,2018,2021,1992,SOCIAL HOUSING,25,Scarborough-Rouge Park,19 DURNFORD RD,4,28,2021-04-13,77,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,3,3,4,3,4,5,4,4,4,4,4,3,,E2530,43.79879932,-79.14984862,332942.11,4850879.891
398888,4156137,2018,2017,1992,SOCIAL HOUSING,25,Scarborough-Rouge Park,19 DURNFORD RD,4,28,2018-01-16,72,Evaluation needs to be conducted in 2 years,17,3,4,4,3,3,4,3,3,,,4,3,5,3,4,4,4,4,3,,E2530,43.79879932,-79.14984862,332942.11,4850879.891
394020,4155816,2017,2020,2005,SOCIAL HOUSING,25,Scarborough-Rouge Park,20 SEWELLS RD,4,92,2020-12-16,88,Evaluation needs to be conducted in 3 years,18,5,5,5,4,4,4,5,4,5,,4,5,5,4,4,4,,4,4,4,E2524,43.80758652,-79.21678105,327571.272,4851774.676
400618,4155816,2017,2017,2005,SOCIAL HOUSING,25,Scarborough-Rouge Park,20 SEWELLS RD,4,92,2017-11-14,91,Evaluation needs to be conducted in 3 years,18,4,5,4,5,4,4,4,4,4,,5,5,5,5,5,5,,5,5,4,E2524,43.80758652,-79.21678105,327571.272,4851774.676
395798,4156252,2017,2019,1961,PRIVATE,25,Scarborough-Rouge Park,205 MORNINGSIDE AVE,5,107,2019-11-28,81,Evaluation needs to be conducted in 2 years,18,5,4,5,3,4,3,,5,4,3,4,4,5,4,4,4,5,3,4,,E2537,43.76531567,-79.18449379,330160.238,4847096.726
400078,4156252,2017,2017,1961,PRIVATE,25,Scarborough-Rouge Park,205 MORNINGSIDE AVE,5,107,2017-11-28,69,Evaluation needs to be conducted in 2 years,17,3,3,3,3,4,4,,4,3,,3,3,4,3,4,4,4,3,4,,E2537,43.76531567,-79.18449379,330160.238,4847096.726
394044,4156028,2017,2020,1961,PRIVATE,25,Scarborough-Rouge Park,207 MORNINGSIDE AVE,5,107,2020-12-15,78,Evaluation needs to be conducted in 2 years,18,4,4,4,3,3,4,,4,4,,3,4,5,4,4,4,4,4,4,4,E2537,43.76612914,-79.18486628,330136.912,4847166.93
397012,4156028,2017,2018,1961,PRIVATE,25,Scarborough-Rouge Park,207 MORNINGSIDE AVE,5,107,2019-03-20,80,Evaluation needs to be conducted in 2 years,18,4,4,4,4,3,4,4,4,4,,4,4,5,4,4,4,4,4,4,,E2537,43.76612914,-79.18486628,330136.912,4847166.93
400129,4156028,2017,2017,1961,PRIVATE,25,Scarborough-Rouge Park,207 MORNINGSIDE AVE,5,107,2017-11-27,61,Evaluation needs to be conducted in 1 year,18,3,3,3,2,4,3,,3,3,,3,3,2,3,3,3,4,3,4,3,E2537,43.76612914,-79.18486628,330136.912,4847166.93
393871,4156138,2018,2021,1992,SOCIAL HOUSING,25,Scarborough-Rouge Park,21 DURNFORD RD,4,21,2021-04-13,78,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,4,3,3,,4,4,5,4,4,3,4,4,4,,E2530,43.79892874,-79.14946215,332940.571,4850884.586
398887,4156138,2018,2017,1992,SOCIAL HOUSING,25,Scarborough-Rouge Park,21 DURNFORD RD,4,21,2018-01-16,73,Evaluation needs to be conducted in 2 years,17,4,4,4,3,3,4,3,3,,,4,3,5,4,4,4,4,4,2,,E2530,43.79892874,-79.14946215,332940.571,4850884.586
394045,4152841,2017,2020,1965,PRIVATE,25,Scarborough-Rouge Park,217 MORNINGSIDE AVE,9,110,2020-12-15,80,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,4,4,4,,4,3,5,4,4,4,,4,4,4,E2537,43.76667852,-79.18464464,330174.271,4847238.274
397080,4152841,2017,2018,1965,PRIVATE,25,Scarborough-Rouge Park,217 MORNINGSIDE AVE,9,110,2019-03-14,68,Evaluation needs to be conducted in 2 years,18,3,3,3,3,4,3,4,3,3,,4,4,5,3,3,4,3,3,,3,E2537,43.76667852,-79.18464464,330174.271,4847238.274
400182,4152841,2017,2017,1965,PRIVATE,25,Scarborough-Rouge Park,217 MORNINGSIDE AVE,9,110,2017-11-24,57,Evaluation needs to be conducted in 1 year,19,2,2,3,3,3,3,3,3,2,,3,3,3,3,3,3,2,3,3,4,E2537,43.76667852,-79.18464464,330174.271,4847238.274
395799,4155582,2017,2019,1972,TCHC,25,Scarborough-Rouge Park,225 MORNINGSIDE AVE,10,99,2019-11-28,71,Evaluation needs to be conducted in 2 years,19,3,3,5,3,3,3,4,4,4,,3,4,5,3,3,3,4,3,3,4,E2537,43.76710707,-79.1850077,330144.859,4847285.775
399273,4155582,2017,2017,1972,TCHC,25,Scarborough-Rouge Park,225 MORNINGSIDE AVE,10,99,2017-12-27,73,Evaluation needs to be conducted in 2 years,19,4,3,3,4,4,5,4,2,4,,4,5,2,3,4,4,4,4,2,4,E2537,43.76710707,-79.1850077,330144.859,4847285.775
393872,4156339,2018,2021,1992,SOCIAL HOUSING,25,Scarborough-Rouge Park,23 DURNFORD RD,3,14,2021-04-13,80,Evaluation needs to be conducted in 2 years,15,4,4,4,4,,4,,4,,,3,4,5,4,4,4,4,4,4,,E2530,43.79845735,-79.14924267,332939.033,4850889.281
398886,4156339,2018,2017,1992,SOCIAL HOUSING,25,Scarborough-Rouge Park,23 DURNFORD RD,3,14,2018-01-16,80,Evaluation needs to be conducted in 2 years,15,5,4,4,3,,4,,3,,,4,4,5,4,4,4,4,4,4,,E2530,43.79845735,-79.14924267,332939.033,4850889.281
395855,4156319,2017,2019,1979,PRIVATE,25,Scarborough-Rouge Park,250 BRENYON WAY,21,208,2019-11-27,92,Evaluation needs to be conducted in 3 years,20,4,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,4,4,4,E2524,,,327869.235,4851587.699
401601,4156319,2017,2017,1979,PRIVATE,25,Scarborough-Rouge Park,250 BRENYON WAY,21,208,2017-10-19,82,Evaluation needs to be conducted in 2 years,19,5,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,,E2524,,,327869.235,4851587.699
393873,4156266,2018,2021,1992,SOCIAL HOUSING,25,Scarborough-Rouge Park,35 DURNFORD RD,4,21,2021-04-13,79,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,4,4,3,,3,4,5,4,4,4,4,4,4,,E2530,43.79933465,-79.14962543,332929.799,4850917.452
398884,4156266,2018,2017,1992,SOCIAL HOUSING,25,Scarborough-Rouge Park,35 DURNFORD RD,4,21,2018-01-16,67,Evaluation needs to be conducted in 2 years,17,4,3,4,3,3,4,3,3,,,3,3,5,3,3,4,3,4,2,,E2530,43.79933465,-79.14962543,332929.799,4850917.452
393874,4155977,2018,2021,1992,SOCIAL HOUSING,25,Scarborough-Rouge Park,37 DURNFORD RD,4,28,2021-04-13,78,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,4,3,3,,3,4,5,4,4,4,4,4,4,,E2530,43.79936022,-79.15004455,332928.261,4850922.146
398883,4155977,2018,2017,1992,SOCIAL HOUSING,25,Scarborough-Rouge Park,37 DURNFORD RD,4,28,2018-01-16,66,Evaluation needs to be conducted in 2 years,17,4,2,4,3,3,4,3,3,,,3,3,5,3,3,4,3,4,2,,E2530,43.79936022,-79.15004455,332928.261,4850922.146
393875,4156139,2018,2021,1992,SOCIAL HOUSING,25,Scarborough-Rouge Park,39 DURNFORD RD,3,14,2021-04-13,80,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,,4,,,3,4,5,4,4,4,4,4,4,,E2530,43.79977185,-79.15026227,332926.722,4850926.841
398895,4156139,2018,2017,1992,SOCIAL HOUSING,25,Scarborough-Rouge Park,39 DURNFORD RD,3,14,2018-01-16,68,Evaluation needs to be conducted in 2 years,15,3,3,4,3,,4,,3,,,3,3,3,3,4,4,4,4,3,,E2530,43.79977185,-79.15026227,332926.722,4850926.841
395027,4156417,2017,2020,1975,PRIVATE,25,Scarborough-Rouge Park,41 GENERATION BLVD,3,12,2020-11-04,78,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,,4,,,3,3,5,4,4,3,4,4,4,,E2530,43.8042494,-79.16763525,331492.953,4851411.033
397024,4156417,2017,2018,1975,PRIVATE,25,Scarborough-Rouge Park,41 GENERATION BLVD,3,12,2019-03-20,80,Evaluation needs to be conducted in 2 years,18,4,4,4,4,3,4,4,5,,,4,4,5,4,4,4,4,4,3,4,E2530,43.8042494,-79.16763525,331492.953,4851411.033
400174,4156417,2017,2017,1975,PRIVATE,25,Scarborough-Rouge Park,41 GENERATION BLVD,3,12,2017-11-24,65,Evaluation needs to be conducted in 1 year,17,3,3,4,3,2,2,,3,,,4,3,5,3,3,3,3,3,4,4,E2530,43.8042494,-79.16763525,331492.953,4851411.033
393722,4152842,2017,2021,1974,TCHC,25,Scarborough-Rouge Park,4205 LAWRENCE AVE E,14,345,2021-04-21,71,Evaluation needs to be conducted in 2 years,18,3,4,4,3,3,4,3,2,4,,2,4,5,4,4,4,4,4,3,,E2537,43.76799274,-79.18535027,330116.903,4847384.065
397811,4152842,2017,2018,1974,TCHC,25,Scarborough-Rouge Park,4205 LAWRENCE AVE E,14,345,2019-02-06,64,Evaluation needs to be conducted in 1 year,19,3,3,4,3,3,3,3,3,4,,3,3,3,3,3,3,4,4,3,3,E2537,43.76799274,-79.18535027,330116.903,4847384.065
399444,4152842,2017,2017,1974,TCHC,25,Scarborough-Rouge Park,4205 LAWRENCE AVE E,14,345,2017-12-19,59,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,3,3,2,3,,2,3,2,4,2,3,4,4,3,,E2537,43.76799274,-79.18535027,330116.903,4847384.065
395743,4156415,2017,2019,1975,PRIVATE,25,Scarborough-Rouge Park,43 GENERATION BLVD,3,12,2019-11-29,75,Evaluation needs to be conducted in 2 years,17,4,4,4,4,3,4,,4,,,3,4,5,3,4,3,4,4,3,4,E2530,43.80431003,-79.16740049,331569.09,4851436.626
400175,4156415,2017,2017,1975,PRIVATE,25,Scarborough-Rouge Park,43 GENERATION BLVD,3,12,2017-11-24,66,Evaluation needs to be conducted in 2 years,17,3,3,4,3,3,2,,4,,,3,2,5,3,3,3,3,4,4,4,E2530,43.80431003,-79.16740049,331569.09,4851436.626
395833,4156491,2017,2019,1975,PRIVATE,25,Scarborough-Rouge Park,45 GENERATION BLVD,3,12,2019-11-28,75,Evaluation needs to be conducted in 2 years,17,4,4,4,4,3,4,,4,,,3,4,5,3,4,3,4,4,3,4,E2530,43.80435625,-79.16707464,331587.829,4851453.213
400176,4156491,2017,2017,1975,PRIVATE,25,Scarborough-Rouge Park,45 GENERATION BLVD,3,12,2017-11-24,67,Evaluation needs to be conducted in 2 years,17,4,3,4,3,3,2,,4,,,3,2,5,3,3,3,3,4,4,4,E2530,43.80435625,-79.16707464,331587.829,4851453.213
395744,4155978,2017,2019,1975,PRIVATE,25,Scarborough-Rouge Park,47 GENERATION BLVD,3,180,2019-11-29,75,Evaluation needs to be conducted in 2 years,17,4,4,4,4,3,4,,4,,,3,4,5,3,4,3,4,4,3,4,E2530,43.80420906,-79.16673681,331647.273,4851470.139
400177,4155978,2017,2017,1975,PRIVATE,25,Scarborough-Rouge Park,47 GENERATION BLVD,3,180,2017-11-24,66,Evaluation needs to be conducted in 2 years,17,3,3,4,3,3,2,,4,,,3,2,4,3,4,3,4,3,4,4,E2530,43.80420906,-79.16673681,331647.273,4851470.139
395747,4232587,2017,2019,1975,PRIVATE,25,Scarborough-Rouge Park,49 GENERATION BLVD,3,12,2019-11-29,75,Evaluation needs to be conducted in 2 years,17,4,4,4,4,3,4,,4,,,3,4,5,3,4,3,4,4,3,4,E2530,43.80460817,-79.16612904,331665.272,4851476.814
400146,4232587,2017,2017,1975,PRIVATE,25,Scarborough-Rouge Park,49 GENERATION BLVD,3,12,2017-11-27,67,Evaluation needs to be conducted in 2 years,17,3,3,4,4,3,2,,4,,,3,3,5,3,3,3,3,3,4,4,E2530,43.80460817,-79.16612904,331665.272,4851476.814
395746,4232583,2017,2019,1975,PRIVATE,25,Scarborough-Rouge Park,51 GENERATION BLVD,3,12,2019-11-29,75,Evaluation needs to be conducted in 2 years,17,4,4,4,4,3,4,,4,,,3,4,5,3,4,3,4,4,3,4,E2530,43.80468746,-79.16582254,331685.171,4851486.325
400147,4232583,2017,2017,1975,PRIVATE,25,Scarborough-Rouge Park,51 GENERATION BLVD,3,12,2017-11-27,67,Evaluation needs to be conducted in 2 years,17,3,3,4,4,3,2,,4,,,3,2,5,3,3,4,3,3,4,4,E2530,43.80468746,-79.16582254,331685.171,4851486.325
395745,4232579,2017,2019,1975,PRIVATE,25,Scarborough-Rouge Park,53 GENERATION BLVD,3,12,2019-11-29,75,Evaluation needs to be conducted in 2 years,17,4,4,4,4,3,4,,4,,,3,4,5,3,4,3,4,4,3,4,E2530,43.80470054,-79.16545779,331784.571,4851447.146
400148,4232579,2017,2017,1975,PRIVATE,25,Scarborough-Rouge Park,53 GENERATION BLVD,3,12,2017-11-27,67,Evaluation needs to be conducted in 2 years,17,3,3,4,3,3,2,,4,,,4,2,5,3,3,4,3,3,4,4,E2530,43.80470054,-79.16545779,331784.571,4851447.146
395028,4152889,2017,2020,1975,PRIVATE,25,Scarborough-Rouge Park,95-115 GENERATION BLVD,3,108,2020-11-04,78,Evaluation needs to be conducted in 2 years,16,4,4,4,4,3,4,,4,,,3,3,5,4,4,4,4,4,4,,E2530,43.80377036,-79.16480843,331804.318,4851384.163
397025,4152889,2017,2018,1975,PRIVATE,25,Scarborough-Rouge Park,95-115 GENERATION BLVD,3,108,2019-03-20,80,Evaluation needs to be conducted in 2 years,17,4,4,4,4,3,4,,5,,,4,4,5,4,4,4,4,4,3,4,E2530,43.80377036,-79.16480843,331804.318,4851384.163
400149,4152889,2017,2017,1975,PRIVATE,25,Scarborough-Rouge Park,95-115 GENERATION BLVD,3,108,2017-11-27,65,Evaluation needs to be conducted in 1 year,17,3,3,4,4,3,2,,4,,,3,2,4,3,3,3,3,3,4,4,E2530,43.80377036,-79.16480843,331804.318,4851384.163
397929,4156174,2017,2018,1960,PRIVATE,24,Scarborough-Guildwood,1 MEADOWGLEN PL,6,50,2019-01-31,66,Evaluation needs to be conducted in 2 years,19,4,3,5,3,3,3,2,4,4,3,2,3,5,3,3,3,3,4,3,,E2426,43.77463362,-79.22940114,326588.236,4848090.835
401093,4156174,2017,2017,1960,PRIVATE,24,Scarborough-Guildwood,1 MEADOWGLEN PL,6,50,2017-11-02,59,Evaluation needs to be conducted in 1 year,18,3,2,4,3,3,1,2,3,3,,2,2,5,4,3,3,4,3,3,,E2426,43.77463362,-79.22940114,326588.236,4848090.835
395857,4152825,2017,2019,1968,PRIVATE,24,Scarborough-Guildwood,10 TUXEDO CRT,15,210,2019-11-27,88,Evaluation needs to be conducted in 3 years,19,5,3,5,5,5,5,5,3,5,5,4,5,5,5,3,3,5,5,3,,E2422,43.77939492,-79.23186167,326368.261,4848637.703
401232,4152825,2017,2017,1968,PRIVATE,24,Scarborough-Guildwood,10 TUXEDO CRT,15,210,2017-10-31,71,Evaluation needs to be conducted in 2 years,18,4,4,4,4,3,1,3,2,3,,4,2,5,5,4,4,5,4,3,,E2422,43.77939492,-79.23186167,326368.261,4848637.703
395896,4152742,2017,2019,1967,PRIVATE,24,Scarborough-Guildwood,1050 MARKHAM RD,19,295,2019-11-27,85,Evaluation needs to be conducted in 2 years,19,5,3,5,5,5,5,5,5,5,5,4,5,5,3,3,3,4,3,3,,E2425,43.77436487,-79.23156753,326393.484,4848079.933
401090,4152742,2017,2017,1967,PRIVATE,24,Scarborough-Guildwood,1050 MARKHAM RD,19,295,2017-11-02,75,Evaluation needs to be conducted in 2 years,19,3,4,4,4,3,4,4,3,4,,3,3,5,4,3,4,4,4,4,4,E2425,43.77436487,-79.23156753,326393.484,4848079.933
394412,4155580,2017,2020,1971,TCHC,24,Scarborough-Guildwood,110 MORNELLE CRT,15,145,2020-11-30,75,Evaluation needs to be conducted in 2 years,15,4,4,4,3,,4,4,4,3,,4,4,4,3,3,4,,4,,,E2423,43.78649569,-79.19441406,329379.42,4849437.971
395885,4155580,2017,2019,1971,TCHC,24,Scarborough-Guildwood,110 MORNELLE CRT,15,145,2019-11-27,79,Evaluation needs to be conducted in 2 years,18,3,4,4,3,4,5,4,4,4,,4,5,5,3,4,4,4,3,4,,E2423,43.78649569,-79.19441406,329379.42,4849437.971
397959,4155580,2017,2018,1971,TCHC,24,Scarborough-Guildwood,110 MORNELLE CRT,15,145,2019-01-30,70,Evaluation needs to be conducted in 2 years,18,4,3,4,3,4,4,3,3,4,,4,3,4,2,3,4,3,3,5,,E2423,43.78649569,-79.19441406,329379.42,4849437.971
398915,4155580,2017,2017,1971,TCHC,24,Scarborough-Guildwood,110 MORNELLE CRT,15,145,2018-01-12,61,Evaluation needs to be conducted in 1 year,19,3,3,2,3,3,4,3,3,4,,3,3,4,2,3,3,4,2,3,3,E2423,43.78649569,-79.19441406,329379.42,4849437.971
394066,4152798,2017,2020,1965,PRIVATE,24,Scarborough-Guildwood,15 COUGAR CRT,17,193,2020-12-15,80,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,3,4,4,,4,3,5,4,4,4,4,4,4,4,E2433,43.74497913,-79.21747781,327539.033,4844818.088
397978,4152798,2017,2018,1965,PRIVATE,24,Scarborough-Guildwood,15 COUGAR CRT,17,193,2019-01-30,67,Evaluation needs to be conducted in 2 years,18,3,3,5,3,2,4,4,3,4,,4,3,2,2,3,4,4,4,3,,E2433,43.74497913,-79.21747781,327539.033,4844818.088
400516,4152798,2017,2017,1965,PRIVATE,24,Scarborough-Guildwood,15 COUGAR CRT,17,193,2017-11-16,53,Evaluation needs to be conducted in 1 year,19,2,3,3,2,2,3,2,3,3,,2,3,2,3,3,3,3,3,3,2,E2433,43.74497913,-79.21747781,327539.033,4844818.088
394322,4152831,2017,2020,1967,PRIVATE,24,Scarborough-Guildwood,15 ORTON PARK RD,14,147,2020-12-02,82,Evaluation needs to be conducted in 2 years,20,4,4,5,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,3,4,E2427,43.76521124,-79.20544822,328499.948,4847069.129
398605,4152831,2017,2018,1967,PRIVATE,24,Scarborough-Guildwood,15 ORTON PARK RD,14,147,2018-12-19,74,Evaluation needs to be conducted in 2 years,20,4,4,5,3,4,4,3,4,4,3,3,4,4,4,4,4,4,4,1,4,E2427,43.76521124,-79.20544822,328499.948,4847069.129
401097,4152831,2017,2017,1967,PRIVATE,24,Scarborough-Guildwood,15 ORTON PARK RD,14,147,2017-11-02,52,Evaluation needs to be conducted in 1 year,19,3,3,2,2,3,4,1,2,1,,2,2,3,3,3,3,4,2,2,4,E2427,43.76521124,-79.20544822,328499.948,4847069.129
395919,4156049,2017,2019,1994,SOCIAL HOUSING,24,Scarborough-Guildwood,1680 ELLESMERE RD,8,145,2019-11-27,87,Evaluation needs to be conducted in 3 years,19,5,3,3,5,4,5,5,5,5,3,3,5,5,5,5,4,,5,3,5,E2421,43.77290984,-79.24981852,324924.994,4847912.75
401292,4156049,2017,2017,1994,SOCIAL HOUSING,24,Scarborough-Guildwood,1680 ELLESMERE RD,8,145,2017-10-30,72,Evaluation needs to be conducted in 2 years,18,3,4,4,3,3,3,4,3,3,,3,4,5,4,4,4,,4,3,4,E2421,43.77290984,-79.24981852,324924.994,4847912.75
393715,4152814,2017,2021,1970,PRIVATE,24,Scarborough-Guildwood,20 GREENCREST CRCT,10,136,2021-04-21,85,Evaluation needs to be conducted in 2 years,19,5,5,5,4,4,5,4,4,5,3,5,4,5,4,4,4,4,4,3,,E2430,43.75836953,-79.22343125,327054.605,4846304.108
399031,4152814,2017,2017,1970,PRIVATE,24,Scarborough-Guildwood,20 GREENCREST CRCT,10,136,2018-01-09,77,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,3,5,,4,3,5,3,4,4,3,4,3,4,E2430,43.75836953,-79.22343125,327054.605,4846304.108
393599,4152826,2017,2021,1970,PRIVATE,24,Scarborough-Guildwood,20 TUXEDO CRT,15,210,2021-04-28,77,Evaluation needs to be conducted in 2 years,18,3,4,4,3,4,4,3,5,4,,3,5,5,3,4,4,3,4,4,,E2422,43.7801851,-79.23018669,326502.803,4848725.927
397999,4152826,2017,2018,1970,PRIVATE,24,Scarborough-Guildwood,20 TUXEDO CRT,15,210,2019-01-28,57,Evaluation needs to be conducted in 1 year,18,3,4,2,3,3,4,1,3,2,,1,3,2,3,3,3,4,4,3,,E2422,43.7801851,-79.23018669,326502.803,4848725.927
401306,4152826,2017,2017,1970,PRIVATE,24,Scarborough-Guildwood,20 TUXEDO CRT,15,210,2017-10-27,37,Building Audit,19,2,1,3,1,2,3,2,1,2,1,1,3,2,2,1,2,2,2,2,,E2422,43.7801851,-79.23018669,326502.803,4848725.927
